Quality	#1 ID	#2 ID	#1 String	#2 String
1	5744	2304	And out of the tops of these tube worms are these beautiful red plumes.	Và trên đỉnh của những con sâu ống là những chùm lông tơ đỏ tuyệt đẹp
1	19378	7414	So that's a ship.	Và đó là con tàu.
1	12396	17723	And as soon as I found that word, I realized that I wanted to devote much of the rest of my life to it.	Và ngay sau đó, tôi nhận ra rằng mình muốn cống hiến phần lớn khoảng đời còn lại của mình cho nó.
0	2020	632	Why is there so much Force -- capital F, Force -- in the movies we have for our kids, and so little yellow brick road?	Đó là những kinh nghiệm của 20 năm qua.
1	12197	5361	I'm a performer.	Tôi là một nghệ sĩ biểu diễn.
0	12116	3283	Allan Savory: Well, we have done this for a long time, and the only time we have ever had to provide any feed is during mine reclamation, where it's 100 percent bare.	Đấy là giả thuyết tốt, rất thuyết phục, đúng không?
1	18105	11899	When I heard him speak, it was three years before that.	Khi tôi nghe ông nói đã là 3 năm trước đó.
0	15690	10593	And I stood there beside two very good friends of mine, Richard Weber and Kevin Vallely.	Nếu tôi cho tấm ván này vào nước, bạn thấy lớp bạc óng ánh xung quanh nó, và lớp bạc này chính là lớp không khí bảo vệ để nước khỏi chạm vào tấm ván, và nó hoàn toàn khô.
0	19750	18858	It's Eisenhower bringing modernity into the countries.	Nhưng khi cung cấp đến 500 triệu trẻ em cùng thời điểm Chỉ còn 20, 30 cent 1 em Như vậy vẫn chưa đủ
0	10291	18229	So I'm here to tell you  it's that guy right there.	Hãy thử để một số người làm những gì họ thường làm và dùng tiền cho bản thân, và hãy thử để một số khác đưa số tiền cho người khác, rồi đo mức hạnh phúc của họ và xem rằng trên thực tế họ có hạnh phúc hơn không.
1	17234	7563	So what does this all mean?	Vậy điều đó có nghĩa gì?
1	10445	9771	Have you seen the incredible urge out there to rebuild the very things that failed us?	Bạn có thấy sự thúc giục đáng kinh ngạc để xây dựng lại những gì đã thất bại?
1	6710	7292	Now the question here is, where do we go from here?	Bây giờ câu hỏi là, chúng ta sẽ làm gì, từ đây?
1	4109	13534	First, the Industrial Revolution brought us machines and factories, railways, electricity, air travel, and our lives have never been the same.	Thứ nhất, cuộc cách mạng Công Nghiệp đã mang cho chúng ta  những máy móc, nhà máy, đường tàu, điện, hàng không, và cuộc sống của chúng ta đã hoàn toàn thay đổi.
0	11059	17176	There's some basic things that you would want to understand.	Đây là mô hình ban đầu của chúng tôi.
1	14031	18981	I want you to think that every bite connects you to the past and the future: to these anonymous farmers, that first bred the first wheat varieties; and to the farmers of today, who've been making this. And you don't even know who they are.	Tôi muốn các bạn nghĩ rằng mỗi miếng bánh mì mà bạn cắn sẽ liên kết các bạn đến quá khứ và tương lai: tới những người nông dân không tên tuổi, là những người đầu tiên lai tạo những giống lúa mì đầu tiên, và tới những người nông dân ngày nay, người đang trồng chúng. Và bạn thậm chí không cần biết họ là ai.
0	12831	14737	Bread has migrated to tropical countries, where the middle classes now eat French rolls and hamburgers and where the commuters find bread much more handy to use than rice or cassava.	Chúng ta có thể làm nhiều hơn, nhiều hơn rất nhiều.
1	3441	18512	"Of course the FBI agent who ran him down received nothing," Mr. Connolly said.	Và, tất nhiên, đặc vụ FBI đã điều khiển anh ta sẽ không nhận được gì - không vé, không vi phạm.
1	10243	11263	It is the same in the 21st century. That's why I am going to decide to give this machine only for poor women across India.	Điều đó vẫn xảy ra trong thế kỷ 21 này. Đó là lý do tại sao tôi quyết định sẽ chỉ trao tặng chiếc máy này cho phụ nữ nghèo trên khắp Ấn Độ.
0	5716	2448	Space, we all know what it looks like.	Hãy lắng nghe. Đây là một đoạn nhạc chưa nén.
1	9790	12767	So you may wonder, why on Earth are they doing it?	Các bạn có thể nghĩ rằng,  tại sao họ làm vậy?
1	11937	14482	How can we tell the difference between the sound of the Sun and the sound of a pulsar?	Làm sao chúng ta có thể nêu sự khác biệt giữa âm thanh của Mặt Trời và âm thanh của một ẩn tinh?
1	12105	2388	And one of them said,  "We had a robbery two weeks ago.	và một trong số họ nói, "Chúng ta có một vụ cướp hai tuần trước.
0	4181	6118	You're watching snippets from "Sputnik," my fifth documentary feature, which is just about completed.	Và tôi đã dùng slide này để cho thấy một mảnh đất trống giá trị như thế nào ở một nơi như thành phố New Yorrk. Hãy để ý, đôi khi một mét vuông đất đáng giá hàng ngàn đô-la.
1	5110	8558	Cintas is battling efforts to unionize 17,000 of its workers and to let unions organize the workers by signing cards, rather than by a lengthy election process.	Cintas đang nỗ lực đấu tranh để hợp nhất 17.000 công nhân và nhu cầu lao động cho phép công nhân tổ chức bằng cách ký thẻ, thay vì quá trình bầu cử kéo dài.
1	17504	12572	But only by getting up close to these animals and spending time with them can we actually even reach out and dig out these personal characters that they have.	Nhưng chỉ bằng cách đến gần những con vật này và dành thời gian với chúng thì chúng tôi thật sự mới có thể tiếp cận và tìm ra những tính cách mà chúng sở hữu.
1	521	14984	No, I don't think so.	Không, tôi không nghĩ thế.
1	3637	8195	So what have we learned from these animals with a brain that's the size of a grain of rice?	Chúng tôi đã học được gì từ những con vật này với bộ não chỉ nhỏ bằng hạt gạo?
1	4106	2934	The companies uniformly declined to give specific numbers on customer turnover, saying they will release those figures only when they report overall company performance at year-end.	Tuy nhiên, các công ty đã từ chối cung cấp thông tin cụ thể về doanh thu của khách hàng, cho biết họ sẽ chỉ công bố số liệu khi họ báo cáo hiệu suất chung của công ty.
0	10198	9241	So, here is the technology we have today.	Chúng tôi biết được chắc chăn trằng, trên thực tế, gene được bật lên cho những loại thuốc như Prozac, trong các cấu trúc sinh serotonin, đây là các cấu trúc từng được biết đến là bị các loại thuốc này tác động - nhưng chúng tôi thậm chí có thể nhìn thấy một cách toàn diện.
0	5254	13644	The third story is the idea that technology can solve everything, that technology can somehow get us through this completely.	(Tiếng cười) Cũng như Johnny Depp, và 25 phần trăm người Mỹ giữa độ tuổi 16 và 50, tôi có một vết xăm.
1	4061	1664	There's actually normal muscle on top of it. See that?	Thật ra có những tế bào bình thường nằm trên nó. Bạn thấy không?
0	6416	14631	Look at the innocence. Look at the beauty in it.	Thực sự rất tuyệt  khi được làm thành viên trong nhóm này.
0	14994	6911	From outside it looks chaotic, but everything is perfectly organized.	Kenya thì lại tăng lên một chút, Ghana vượt qua, nhưng sau đó Kenya và Ghana cùng giảm xuống -- Congo thì vẫn đứng nguyên đó.
1	15954	10695	He said the situation undermines efforts to win international co-operation in the war on terror.	Ông nói rằng cách xử lý tình huống là  làm suy yếu các nỗ lực giành được hợp tác quốc tế trong cuộc chiến chống khủng bố.
1	5676	2488	"The only thing that I know for certain is that these are bad people," Bush told a joint news conference with Blair.	Nhưng ông nói thêm: "Điều duy nhất tôi biết chắc chắn rằng đây là những người xấu".
0	1633	6238	And this was the first thing she did.	Chúng tôi cũng thấy rằng mục tiêu của cuộc tấn công là thật sự tiến hành một cách từ từ và đáng sợ -- để rõ ràng là làm cho các kỹ sư bảo trì phải phát điên lên, đến nỗi họ không thể khám phá ra nhanh chóng.
1	18425	16060	Israel's defense minister on Sunday raised the specter of an Israeli invasion in the Gaza Strip, where Palestinian militants already face a deadly air campaign.	Shaul Mofaz, Bộ trưởng Quốc phòng Israel, đã đưa ra viễn cảnh về một cuộc tấn công mặt đất vào Dải Gaza, bên cạnh một chiến dịch không kích ngày càng lớn mạnh để ám sát phiến quân Hamas.
1	19801	16407	Novelist Michael Peterson was convicted Friday of murdering his wife, whose body was found in a pool of blood at the bottom of a staircase in their home.	Một bồi thẩm đoàn đã kết án tiểu thuyết gia Michael Peterson hôm thứ Sáu về việc đổ lỗi cho vợ năm năm của ông ấy  trong cầu thang nhà của họ.
1	2105	12698	Farmers now, who used to have to spend half a day of backbreaking labor to find out if the market town was open, if the market was on, whether the product they'd harvested could be sold, what price they'd fetch.	Bây giờ, những người nông dân đã từng phải dành nửa ngày làm việc nặng để xem nếu thị trấn mở cửa, nếu có phiên họp chợ, thì sản phẩm họ thu hoạch có bán được hay không, giá cả ra sao.
1	7102	16115	I'm going to call that "robust human rejuvenation." OK.	Tôi gọi đó là sự trẻ hóa mạnh mẽ ở người. OK.
0	18227	10279	You come for the money, you don't come to Barefoot College.	Đất nước của tôi, Uganda, có hạn ngạch xuất khẩu là 50.000 tấn đường đến các siêu thị thuộc LM Châu Âu.
0	18146	6964	Aileen Boyle, a Simon & Schuster spokeswoman, declined to comment on any potential legal action.	Simon & Schuster từ chối bình luận về vụ kiện tiềm năng và sẽ không xác nhận nội dung câu chuyện.
1	812	17776	Newent in the Forest of Dean: big polytunnel they built for the school; the kids are learning how to grow food.	Newent ở Forest of Dean: họ xây dựng những ống nhựa để trồng cây(polytunnel) cho trường học; những đứa trẻ học cách trồng lương thực.
1	14182	5929	He leaves the wire. He knows that those people have his back.	Anh rời khỏi hàng rào. Anh biết rằng họ sẽ yểm trợ anh.
1	13388	14699	In fact, the West has lost its work ethic.	Thực tế, các nước này đã mất hệ thống đạo đức của họ.
1	8400	19425	So, if you put it all together, this could help explain why today's college graduates, as well as less educated Americans, know less about the world than their counterparts did 20 years ago.	Và nếu bạn đặt mọi thứ với nhau, nó có thể giải thích tại sao ngày nay một sinh viên đại học cũng như những người Mỹ ở bậc học thấp hơn biết về thế giới ít hơn so với 20 năm trước
0	11858	5229	I'm going to send everyone here a free copy of this book.	Tôi đã nói, những đứa trẻ này thật khác lạ.
1	7363	2094	But when you're in a hurry or stressed out, that triggers something called the inflammatory response, which is associated with everything from Alzheimer's disease to cardiovascular disease.	Nhưng khi bạn vội vã hay căng thẳng phản ứng khích động được kích thích thường dẫn tới Alzheimer (mất trí nhớ ở người già) cùng các bệnh tim mạch.
0	10367	8025	She got the World's Children's Prize five years ago, and she went to Sweden.	Đó là 1 trong những điều tò mò trong kỷ nguyên lịch sử của chúng ta khi mà thặng dư nhận thức trở thành 1 tài nguyên chúng ta có thể thiết kế, các ngành khoa học xã hội đang bắt đầu giải thích tầm quan trọng của các động lực bên trong đối với con người, chúng ta làm việc bao nhiêu vì sở thích, chứ không phải vì ông chủ yêu cầu phải làm, hoặc vì chúng ta nhận lương để làm các công việc đó.
1	12492	17211	People who have access to these drugs stop dying.	Những người có thể tiếp cận các loại thuốc này ngừng chết đi.
0	7150	15918	Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	Heatley dẫn đầu Atlanta trong việc ghi bàn mùa trước với thành tích 41 bàn và 48 kiến ​​tạo.
0	12630	19609	About three or four years ago, I got a phone call in the middle of the night from that teacher, Mrs. Posten, who said, "I need to see you.	Nó không đi xuống các lớp da trong mờ rồi mờ dần.
1	13779	1679	Then I went for dinner.	Rồi ăn tối.
0	17297	9826	It's important for two things.	Hôn nhân đầu tiên của bạn đã đổ vỡ.
1	8217	10488	Preventing stronger gains, News Corp <NCP.AX> fell 1.3 percent to A$12.43 and Brambles <BIL.AX> dropped 1.9 percent to A$4.75 after a weak performance overnight.	Giữ lại thị trường, News Corp <NCP.AX> đã giảm hai phần trăm xuống 12,34 đô la Úc và Bramble <BIL.AX> giảm 2,3 phần trăm xuống 4,73 đô la sau khi hiệu suất yếu chỉ sau một đêm.
1	19725	5281	In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer.	Tham gia cùng ông với ý kiến ​​đa số là Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg và Stephen G. Breyer.
0	8578	12670	They can now sell part of those fruits to the orangutan project.	Cuộc huấn luyện không hề dễ dàng. Nhưng đó chính động lực. Bởi vì tôi muốn trả thù cho gia đình mình.
1	4557	117	"We're a quiet, peaceful town of 862 people and nothing ever happens," said Carolyn Greene Bennett, Cedar Grove's town recorder.	Nơi chúng tôi sống  là một thị trấn yên tĩnh, bình yên  với 862 người và không có gì xảy ra, Bennett nói.
0	4426	18803	If you look at these two, eye contact, facing each other, possibly both talking at the same time.	12 phần trăm là người hiến nội tạng
0	16437	5372	And on the last day with this female where I thought I had pushed her too far, I got nervous because she came up to me, she rolled over on her back, and she did this deep, guttural jackhammer sound, this gok-gok-gok-gok.	Và điều ước của tôi là: (trống) (Cười) Tôi mong mọi người sẽ đứng lên cho những gì bạn quan tâm bởi tham gia một dự án nghệ thuật toàn cầu, và cùng nhau chúng ta sẽ thay đổi thế giới.
1	13601	479	But now, we have a real technology to do this.	Nhưng bây giờ, chúng ta có một công nghệ thực để làm việc này.
1	18956	12647	Several cities are competing for the headquarters, including Miami; Panama City; Atlanta; Port-of-Spain, Trinidad; and Puebla, Mexico.	Nhưng Miami đang cạnh tranh với tám thành phố khác, bao gồm Atlanta; Thành phố Panama; Cảng-Tây Ban Nha, Trinidad; và Hủy bỏ, Mexico.
0	9345	17862	In North Sulawesi it is the cooperative -- they have a democratic culture there, so there you can use the local justice system to protect your system.	Nó giống như việc đầu tiên con người làm là nam làm việc cho nữ và ngược lại.
1	14496	6157	So, I'm interested in the use of metabolic materials for the practice of architecture.	Tôi hứng thú trong việc sử dụng những vật liệu biến chất trong thực hành kiến trúc.
0	12269	9893	There are 98 oil-producing nations in the world.	Chúng ta làm gì được trong trường hợp như của Chandler?
1	15090	3934	Sweden achieved a low child mortality because we started early.	Thụy Điển có được tỷ lệ thấp là vì chúng tôi bắt đầu sớm hơn.
0	16570	3718	By making it possible to build cities anywhere and any place, they've actually distanced us from our most important relationship, which is that of us and nature.	Hãy thử đặt chế độ dân chủ vào vấn đề.
1	8121	17751	As food became plentiful here, it also meant that we were able to decrease the number of people working in agriculture to something like, on average, in the high income countries, five percent or less of the population.	Vì thực phẩm trở nên phong phú hơn, cũng có nghĩa là chúng ta có thể giảm số người làm việc trong lĩnh vực nông nghiệp trung bình giảm còn 5% hoặc thấp hơn trong tổng dân số. ở một số quốc gia có thu nhập cao.
1	9713	17702	I can tell you for a fact, that the next one that they're planning is called The Extremely Large Telescope.	tôi có thể nói cho bạn biết một thực tế, là kính viễn vọng tiếp theo mà họ làm sẽ được gọi là Kính Viễn Vọng Cực Lớn.
0	17781	8061	It's done by geologists, engineers, biologists, all sorts of different people -- modeling and simulation.	Lặn cả ngày lẫn đêm rất dễ dàng đối với tôi vào năm 1970 khi tôi chỉ huy một đội nghiên cứu sống dưới biển hàng tuần mỗi lần cùng lúc những nhà du hành vũ trụ đang đặt chân lên mặt trăng.
0	9280	15269	Who prefers the whole-meal bread?	thực sự ngạc nhiên điều mà nhiều người làm.
1	9153	11559	Can I tell you, airports are a disaster.	Sân bay là một nơi khủng khiếp.
0	1066	16169	And then I'd sell 50 at a time of all the crappy ones.	tháng 5 vừa qua, Tỉnh Tứ Xuyên ở Trung Quốc đã có trận động đất kinh hòang 7.9 độ một khu vực rộng lớn bị phá hủy
1	17938	389	This is called "The Captain's Hat Story."	"Câu chuyện về chiếc mũ thuyền trưởng."
1	12550	1021	Here I have on the screen my country bubbles.	Trên màn hình là bong bóng các quốc gia.
1	8103	2578	Called "Taxpayers Against the Recall," it was to be launched Wednesday afternoon outside a Sacramento fire station.	Nỗ lực mới, Người nộp thuế chống lại vụ thu hồi, sẽ chính thức ra mắt hôm nay bên ngoài trạm cứu hỏa Sacramento.
0	13402	13762	We hope that we can make computing a user model you're familiar with, and really derive insights from you, from all different directions.	Đây là một ví dụ về một trong những tập tin tính toán ấy.
1	12792	14134	Thank you.	Xin cảm ơn.
0	13361	3623	In Europe, for example, they evolved to resist the straight-tusked elephant, elephas antiquus, which was a great beast.	Tôi biết rằng những vết rổ mọc xung quanh vết thương sau khi phẫu thuật, 16 cái miệng, là vịnh Mexico ô nhiễm, và có những con bồ nông bị uống no dầu cư ngụ bên trong tôi và cả những con cá nổi lềnh bềnh nữa.
1	7856	3990	But basically, microfinance -- if this is new to you as well -- think of that as financial services for the poor.	Nếu các bạn còn mới mẻ với khái niệm này, thì về cơ bản, tài chính vi mô là một dịch vụ tài chính cho người nghèo.
0	9849	11459	What we're trying to do is build a virtual world.	Và có lẽ đó là dạng sự sống ta sẽ phát hiện ra dưới bề mặt sao Hỏa, nơi có thể có hồ nước với cá bơi lội.
0	8806	10847	Second Man: It's driving itself.	Đó là toàn bộ mục đích của chúng tôi.
0	3976	7854	Shares of Ahold rose 12 cents, or 2.3 percent, to 5.35 euros in Amsterdam.	Cổ phiếu của Hoa Kỳ đã tăng 52 cent, tương đương 9%, lên 6,30 đô la.
0	17811	2198	But that can't be what made the difference.	Sự khác biệt trong việc thao tác giữa một bên là thành công và một bên là không được di chuyển tay quá nhiều thế này.
0	18124	6225	Most of our local authorities, when they sit down to plan for the next five, 10, 15, 20 years of a community, still start by assuming that there will be more energy, more cars, more housing, more jobs, more growth, and so on.	không bao lâu sau khi vẽ bản đồ  của Hang Rồng Tuyết Brent khám phá ra hang mới này  cách đó không xa lắm.
0	13447	13717	And that is fully possible. Let's do it.	Chúng ta thích ứng.
0	9992	12581	Handwriting is a disappearing art.	Nếu nhạc Zappa được biểu diễn, nó cũng sẽ có logo riêng.
1	637	14271	But look, the rate of lowering in Sweden was not fast.	Nhưng nhìn xem, tốc độ giảm ở Thụy Điển không nhanh.
0	19806	8967	We lost all the crops. No children gained weight for over a year; they lost 12 IQ points. It was a disaster for orangutans and people.	Chúng đều đang bám vào bề mặt của đá và đang loại bỏ vi khuẩn khỏi đá
1	14187	15307	The line through the middle is the eastern border of the reserve.	Đường ngang ở giữa là biên giới của khu vực bảo tồn.
0	16226	1068	And it has no DNA.	Tôi nhìn vào hình ảnh này và nó làm tôi hoảng sợ.
0	5301	18751	I had never before thought of myself as a creative person.	Và tôi sử dụng một tấm đệm nhiệt đặt lên trên mỗi bồn tắm rồi dùng máy điều nhiệt để điều chỉnh nhiệt độ.
0	11759	15545	And it was a really heavy time.	thú vị thay, Madeira có côn trùng đầu tiên vào năm 2005, và bây giờ, vài năm sau, những ca đầu tiên của bệnh sốt xuất huyết.
0	7977	1317	Or the Gallup Poll that showed that seven in 10 Americans believed that a nuclear war would happen, and that at least 50 percent of our population was going to be killed.	Người Phi-li-tin gửi xuống chiến binh hùng mạnh của họ, một người khổng lồ,
0	5475	590	Luzerne County District Attorney David Lupas told a news conference Monday that authorities were ``continuing to make significant progress'' in the case.	Không có cáo buộc nào được đệ trình trong những cái chết đó, nhưng David Lupas, luật sư của quận hạt Lucaserne cho biết các nhà chức trách đang "tiếp tục đạt được tiến bộ đáng kể" trong vụ án.
0	7906	11908	Turns out it was capable of expressing emotions beyond the ability of words.	Không có các chương trình đồ họa, không có trình điều khiển chuột.
0	5089	988	There were some people who were a little less impressed.	Bây giờ, chúng tôi có những liệu pháp trị liệu hiệu quả.
0	11502	8240	And this is an analogy for today's construction and manufacturing world with brute-force assembly techniques.	Nên câu hỏi là: Liệu có thể có những gì khác xảy ra không?
0	7712	2802	Our members defy the binary description of how we so often describe our young.	Và tôi không còn là người vô gia cư nữa.
1	13325	10729	PG&E Corp. shares were up 39 cents or 2.6 percent at $15.59 on the New York Stock Exchange on Tuesday.	Cổ phiếu của PG & E đã tăng 24 xu lên 15,44 đô la trong phiên giao dịch hôm thứ ba trên thị trường chứng khoán New York.
1	9917	7270	And the magic here is, experiment on my avatar in software, not my body in suffering.	Và điều kỳ diệu ở đây là, thử nghiệm trên hình ảnh đại diện của tôi là phần mềm vi tính, cơ thể tôi không phải chịu đựng (việc thử nghiệm đó).
0	5424	17530	Sometime, you are at the first level of a building, and somebody opens his window and offers you some tea.	Ở thanh màu xanh nằm dưới cùng của đồ thị nó chỉ ra rằng tốc độ thở ra đỉnh, tốc độ thở ra hay sức khỏe phổi của cô ấy thế nào, mà đúng ra cô ấy phải có, dựa trên tuổi tác, giới tính và chiều cao của cô ấy.
1	11871	10951	My wife replied, "None of your business."	Vợ tôi trả lời, "Không phải là việc của anh."
1	1086	6506	Chapman was not immediately arrested and is expected to appear for arraignment July 3.	Ông Chapman, người chưa bị bắt, dự kiến ​​sẽ xuất hiện để buộc tội vào thứ năm tới, các công tố viên cho biết.
1	7811	15816	The hospital where she is staying is being guarded by about a dozen undercover police and military intelligence officers.	Các bệnh viện đã được bảo vệ bởi hơn một tá cảnh sát bí mật và cảnh sát quân sự, các quan chức cho biết.
0	7826	13001	Here's what it said.	Và điều thực sự thú vị với tôi vào lúc này là bằng việc kết hợp các công nghệ tân tiến-- robot, sinh học-- với một vốn thẩm mỹ lâu đời, chúng ta đang tiến gần hơn để hiểu cộng đồng của mình.
0	2469	17645	Another thing that they do is what we call an energy descent plan, which is basically to develop a plan B for the town.	Và trong năm giờ tiếp theo, cô nàng đã chăm sóc con khỉ sơ sinh.
0	15182	4015	Some of them are just countries who believe that deregulation or no regulation is the best way to attract investment, promote trade.	Tất nhiên, có nhiều loại thuốc.
1	8513	19860	He wants to kill him, but then I suppose I'd be that angry too if somebody tried to kill my old man," he said.	Anh ta hoang dã, anh ta muốn giết gã kia, nhưng sau đó tôi cho rằng tôi cũng sẽ tức giận nếu ai đó cố giết ông già của tôi.
0	3823	12652	It's the order of the four bases.	A: Ồ không, chúng tôi mới đang tiến hành thôi ROD: Chúng tôi mới tiến hành thôi.
1	4045	3986	(Tapping) So my artistic practice is all about listening to the weird and wonderful noises emitted by the magnificent celestial objects that make up our universe.	(Tiếng gõ) Vậy đó, công việc nghệ thuật của tôi là lắng nghe những âm thanh lạ thường và tuyệt diệu phát xạ bởi các thiên thể vĩ đại đã tạo nên vũ trụ của chúng ta.
1	15370	10292	And Andrew said to me, as we got over the training area, "You see that mountain over there?" And I said, "Yeah."	Và Andrew nói với tôi, khi chúng tôi đang bay qua khu vực huấn luyện, "Cô có thấy ngọn núi đằng kia không?" Tôi nói, "Có"
1	3179	16899	Well the best way to look at that is to do a tiny bit of simplistic statistics.	Cách tốt nhất là xem một thống kê đơn giản.
0	12164	17906	The next group of eight characters will build an extra 32.	Vào mùa thu năm 1944 những ngày đen tối nhất của Chiến Tranh Thế Giới thứ II, Quân đội Đức phong tỏa phía Tây của Hà Lan, và cùng lúc, vứt bỏ hết các chuyến hàng chở lương thực, thực phẩm.
0	8791	18837	In this picture, you see in one of the very poor neighborhoods, we have a luxury pedestrian bicycle street, and the cars still in the mud.	Và cách làm như sau: bạn đem đến cho bà ấy một câu hỏi và quỳ gối chờ, và rồi bà ấy sẽ chuyển sang nhập định.
0	14483	9239	She's highly athletic.	Đó là Sự nổ của một Siêu tân tinh loại 1a
0	14387	18992	From the streets of the neighborhood, the painting appears in fragments, isolated from one another, standing alone.	Thậm chí, xe tải có thể dùng ga tự nhiên.
0	183	8861	The Tunisian experiment, as Amir was saying, inspired all of us, showed us that there is a way.	nhưng tư bản hóa sự nhiệt tình của họ tư bản hóa năng lượng của họ là kết thúc công việc mà họ đã bắt đầu cách đây 20 năm
0	3097	6744	Even the people who market these clubs -- I mean, they'll say these have four axis shafts which minimize loss of club speed and thereby drive the ball farther -- but they'll say, look, you know, you're not getting 57,000 dollars worth of performance from these clubs.	Còn về phần cứng mở thì sao?
0	15036	10814	In 2001, 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese.	Một trong bảy đứa trẻ 15 tuổi và gần một trong 10 đứa trẻ sáu tuổi bị béo phì.
1	16161	30	Blagojevich reiterated his stance Wednesday to not prop up the budget with a gambling expansion.	Thống đốc Rod Blagojevich cho biết ông sẽ không cân đối ngân sách nhà nước với các khoản thu từ đánh bạc.
0	655	5477	But let me tell you -- it doesn't affect his day job.	Trong thời gian đó, Novocure đã phát triển hai hệ thống: một hệ thống cho ung thư trên đầu và một hệ thống khác thì cho ung thư phần thân của cơ thể.
1	14342	5395	Daughter Renee Jackson said she often made "huge pots of, like, beans and rice with, like, meat and casseroles" for the whole family.	Con gái ruột của họ Renee Jackson, 29 tuổi, cho biết cô đã làm ra những nồi đậu và gạo khổng lồ, thịt và thịt hầm.
1	3277	17422	And beavers, like wolves, are ecosystem engineers.	Và hải ly, cũng như sói, chúng là những kỹ sư hệ sinh thái.
1	9937	5172	And new and improved instruments made the age of the virtuoso possible.	Và những nhạc cụ cải tiến và mới mẻ làm nên thời đại của các nghệ sỹ bậc thầy.
1	17887	12278	Jewish and Muslim leaders expressed horror at the proposals, which have not been approved.	Các nhà lãnh đạo Do Thái và Hồi giáo phản đối các đề xuất, không bao giờ được phê duyệt.
0	10849	19101	And I'm so passionate about it.	Nhanh hơn nhiều so với một bóng chày ném đi bởi một cầu thủ bóng chày thiện nghệ.
0	13769	9413	Well when it comes to classical music, there's an awful lot to pass on, much more than Mozart, Beethoven or Tchiakovsky.	Chúa ơi, không thể tin được.
0	12999	12043	Your ears are always on -- you have no ear lids.	Hố đen này thực ra có thể đặt vừa vào trong Manhattan.
0	18669	19624	And now you've got to deliver.	Họ đã ngồi đó.
1	14749	18303	How to make that difference is surely the most important universal truth that it is possible to know.	Cách để tạo ra sự khác biệt chắc chắn là sự thật phổ biến quan trọng nhất mà nó có thể biết
0	9870	11632	Many of the victims of Sunday's attack had been headed out of Iraq for R&R or emergency leave.	Nhiều nạn nhân đã được đưa về nhà để nghỉ ngơi thư giãn hoặc nghỉ phép khẩn cấp khi họ bị giết.
1	13313	7934	And yet, that's a really important practical view of the world.	Nhưng mà đó là cái nhìn thực tế quan trọng về thế giới.
1	7232	16095	What we're doing is -- people like this a lot, this bird's eye imagery we work with. It's this high resolution data.	Những gì chúng tôi đang làm việc -- mọi người rất thích điều này -- chính là hình ảnh toàn cảnh từ trên cao. Đây là dữ liệu có độ phân giải cao.
1	7505	10163	You put it on the front page of your blog.	Bạn viết nó trên trang đầu của blog bạn.
0	2859	5074	The announcements were made at the International Broadcasting Convention (IBC) in Amsterdam.	Việc đệ trình là vào thứ Hai, nhưng thông báo được đưa ra vào thứ Sáu tại Hội nghị Phát thanh Quốc tế ở Amsterdam.
0	14998	18374	Where something is, is defined with respect to this last sphere, the celestial sphere, outside of which is this eternal, perfect realm, where lives God, who is the ultimate judge of everything.	Nó chứa đầy sợ hãi và hoảng loạn và tôi nghe tiếng phụ nữ rên rỉ và khóc than giữa sa mạc.
1	15634	16063	It's pressure from the human population hunting and destroying their habitats which has done so.	Đó là áp lực của dân số loài người săn bắn và phá hủy môi trường sinh sống của chúng đã làm điều đó.
0	19170	18635	It's no longer the poorest district, and there is a huge development of biodiversity.	(Cười) Con sư tử biển này đang ăn đầu chim cánh cụt, và quật nó ra sau, ra trước.
1	12238	17854	Even if they did their jobs, and they cited those facilities for their violations, the fine would be derisory.	Thậm chí nếu họ làm đúng nhiệm vụ, và ghi những nhà máy này vào danh sách vi phạm, thì khoản phạt cũng thật đáng mỉa mai.
1	95	2282	For minority kids, it's over 50 percent.	Đối với trẻ vị thành niên, tỷ lệ này là trên 50%.
0	17436	13964	Well, I was obsessed with nuclear science too, to a point, but before that I was obsessed with space, and I was really excited about, you know, being an astronaut and designing rockets, which was something that was always exciting to me.	Tôi đã ấn tượng ngay từ phút đầu bởi nét hiền từ và nhân hậu trên gương mặt cô. và tôi hỏi về câu truyện đời cô.
1	494	16032	In a FILMCLUB season about democracy and government, we screened "Mr. Smith Goes to Washington."	Trong mùa chiếu của Câu lạc bộ phim về dân chủ và chính quyền, chúng tôi đã chiếu "Ông Smith đến Washington."
0	11596	9186	It was in a big pavilion in Greenville, an indoor pavilion, and I went to it because I was so frustrated as Governor that I couldn't stop the outflow of these jobs, and I wanted to grieve with them, and as I went into the room-- there's thousands of people there.	Không phải là chúng nhất thiết phải riêng rẽ.
1	5722	19437	They include Ask Jeeves Inc., Global Crossing, Aether Systems, Clarent, Copper Mountain Networks and VA Linux, now VA Software.	Chúng bao gồm Global Crossing, Akamai Technologies, Ask Jeeves, Copper Mountain Networks, Etoys và VA Linux.
0	15575	6348	Who else can I meet that I don't know, or that I'm so different from?" So, Aicha, do you have a couple of words for conclusion?	Và đó là nơi mà các sợi dây nối đến thành phố trực tiếp.
